NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Latitude,Longitude
H0525514,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3683839,534169,2014-08-04 23:31:18,08/04/2014 11:32:27 PM,08/04/2014 11:37:50 PM,08/05/2014 12:55:26 AM,RTF,REPORT TO FOLLOW,N,8E02,007XX Barracks St,70116.0,8,"(29.96270950, -90.06059083)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96270950,-90.06059083
H0531014,64G,ARMED ROBBERY WITH GUN,1A,64G,ARMED ROBBERY WITH GUN,1A,3673562,539563,2014-08-05 00:39:50,08/05/2014 12:46:09 AM,08/05/2014 12:53:05 AM,08/05/2014 04:05:53 AM,RTF,REPORT TO FOLLOW,N,1M01,008XX Roosevelt Pl,70119.0,1,"(29.97785070, -90.09286058)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97785070,-90.09286058
H0578114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3708359,564728,2014-08-05 11:41:52,08/05/2014 11:42:37 AM,08/05/2014 11:43:42 AM,08/05/2014 01:54:57 PM,RTF,REPORT TO FOLLOW,N,7P07,Read Blvd & Carter St,70127.0,7,"(30.04596401, -89.98202137)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.04596401,-89.98202137
H0714414,64G,ARMED ROBBERY WITH GUN,2A,58,RETURN FOR ADDITIONAL INFO,1G,3715674,555615,2014-08-06 10:32:48,08/06/2014 11:28:05 AM,08/06/2014 11:50:04 AM,08/06/2014 01:04:56 PM,RTF,REPORT TO FOLLOW,N,7J01,Chef Menteur Blvd & Papania Dr,70127.0,7,"(30.02066682, -89.95924984)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.02066682,-89.95924984
H0832814,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3687305,535960,2014-08-07 03:01:35,08/07/2014 03:02:34 AM,08/07/2014 03:06:18 AM,08/07/2014 05:09:49 AM,RTF,REPORT TO FOLLOW,N,5C02,N Rampart St & Port St,70117.0,5,"(29.96752753, -90.04958083)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96752753,-90.04958083
H0887114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3699493,539429,2014-08-07 14:36:55,08/07/2014 02:37:43 PM,08/07/2014 02:47:30 PM,08/07/2014 04:21:59 PM,RTF,REPORT TO FOLLOW,N,5I03,026XX Caffin Ave,70117.0,5,"(29.97668482, -90.01096407)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97668482,-90.01096407
H0898114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3681792,537134,2014-08-07 16:17:20,,08/07/2014 04:17:20 PM,08/07/2014 07:40:52 PM,RTF,REPORT TO FOLLOW,Y,1A01,N Claiborne Ave & Columbus St,70116.0,1,"(29.97092403, -90.06695099)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97092403,-90.06695099
H1006014,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3719079,558414,2014-08-08 11:59:39,08/08/2014 12:00:22 PM,08/08/2014 12:04:23 PM,08/08/2014 12:55:21 PM,RTF,REPORT TO FOLLOW,N,7J04,049XX Bullard Ave,70128.0,7,"(30.02824941, -89.94838342)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.02824941,-89.94838342
H1202714,64G,ARMED ROBBERY WITH GUN,2A,21,COMPLAINT OTHER,1H,3711020,559660,2014-08-09 20:53:52,08/09/2014 08:57:25 PM,08/09/2014 09:03:33 PM,08/09/2014 11:05:16 PM,RTF,REPORT TO FOLLOW,N,7R08,099XX Lake Forest Blvd,70127.0,7,"(30.03194184, -89.97380106)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03194184,-89.97380106
H1241314,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3683447,537248,2014-08-10 04:36:39,08/10/2014 04:40:32 AM,08/10/2014 04:42:31 AM,08/10/2014 06:33:45 AM,RTF,REPORT TO FOLLOW,N,5A01,018XX N Villere St,70116.0,5,"(29.97118902, -90.06171987)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97118902,-90.06171987
H1641114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3686649,534626,2014-08-13 10:51:41,08/13/2014 11:55:56 AM,08/13/2014 10:51:41 AM,08/13/2014 03:37:30 PM,RTF,REPORT TO FOLLOW,Y,8F04,Franklin Ave & St Roch Ave,70117.0,8,"(29.96387915, -90.05169918)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96387915,-90.05169918
H1723214,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3665141,527975,2014-08-13 23:45:10,08/13/2014 11:46:46 PM,08/13/2014 11:50:40 PM,08/14/2014 01:15:43 AM,RTF,REPORT TO FOLLOW,N,2L04,Broadway St & Green St,70118.0,2,"(29.94623638, -90.11984322)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94623638,-90.11984322
H1732614,64G,ARMED ROBBERY WITH GUN,1A,64G,ARMED ROBBERY WITH GUN,2A,3695056,559835,2014-08-14 01:16:38,08/14/2014 01:46:06 AM,08/14/2014 01:59:04 AM,08/14/2014 04:28:58 AM,RTF,REPORT TO FOLLOW,N,7D02,060XX Kuebel Dr,70126.0,7,"(30.03293493, -90.02424240)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03293493,-90.02424240
H1751414,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3711020,559660,2014-08-14 07:13:44,08/14/2014 07:16:40 AM,08/14/2014 07:17:05 AM,08/14/2014 09:34:36 AM,RTF,REPORT TO FOLLOW,N,7R08,099XX Lake Forest Blvd,70127.0,7,"(30.03194184, -89.97380106)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03194184,-89.97380106
H1772814,64G,ARMED ROBBERY WITH GUN,1A,64G,ARMED ROBBERY WITH GUN,1A,3672948,536805,2014-08-14 10:57:50,08/14/2014 11:03:36 AM,08/14/2014 11:11:28 AM,08/14/2014 02:12:15 PM,RTF,REPORT TO FOLLOW,N,1L03,034XX Canal St,70119.0,1,"(29.97028674, -90.09489387)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97028674,-90.09489387
H1816014,64G,ARMED ROBBERY WITH GUN,2A,94,DISCHARGING FIREARM,2B,3707470,565811,2014-08-14 17:27:27,08/14/2014 05:27:47 PM,08/14/2014 05:31:02 PM,08/14/2014 08:55:08 PM,RTF,REPORT TO FOLLOW,N,7P05,Hayne Blvd & Means Ave,70127.0,7,"(30.04897113, -89.98479107)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.04897113,-89.98479107
H1825314,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3707720,565284,2014-08-14 18:34:07,08/14/2014 06:38:15 PM,08/14/2014 06:34:07 PM,08/14/2014 08:12:59 PM,RTF,REPORT TO FOLLOW,Y,7P07,078XX Means Ave,70127.0,7,"(30.04751315, -89.98401918)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.04751315,-89.98401918
H1865114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3683908,554641,2014-08-15 01:10:20,08/15/2014 01:11:34 AM,08/15/2014 01:10:20 AM,08/15/2014 03:59:19 AM,RTF,REPORT TO FOLLOW,N,3R03,059XX Marigny St,70122.0,3,"(30.01899796, -90.05965288)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.01899796,-90.05965288
H1865814,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3680555,541927,2014-08-15 01:21:56,08/15/2014 01:24:04 AM,08/15/2014 01:26:13 AM,08/15/2014 04:20:12 AM,RTF,REPORT TO FOLLOW,N,5K04,020XX N Broad St,70119.0,5,"(29.98414197, -90.07069204)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.98414197,-90.07069204
H2184514,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3673394,527033,2014-08-17 15:04:06,08/17/2014 03:19:43 PM,08/17/2014 03:23:30 PM,08/17/2014 05:01:34 PM,RTF,REPORT TO FOLLOW,N,6K01,026XX S Claiborne Ave,70125.0,6,"(29.94340350, -90.09381745)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94340350,-90.09381745
H2223714,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3702022,523510,2014-08-17 22:16:24,08/17/2014 10:16:57 PM,08/17/2014 10:17:12 PM,08/18/2014 02:17:15 AM,RTF,REPORT TO FOLLOW,N,4K02,048XX General Meyer Ave,70131.0,4,"(29.93283436, -90.00356097)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.93283436,-90.00356097
H2348014,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3668494,523219,2014-08-18 21:49:49,08/18/2014 09:50:49 PM,08/18/2014 10:10:27 PM,08/18/2014 10:54:03 PM,RTF,REPORT TO FOLLOW,N,2I02,S Liberty St & Soniat St,70115.0,2,"(29.93306030, -90.10941794)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.93306030,-90.10941794
H2396414,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3685529,538963,2014-08-19 09:33:53,08/19/2014 09:36:08 AM,08/19/2014 09:42:58 AM,08/19/2014 11:01:42 AM,RTF,REPORT TO FOLLOW,N,5G01,018XX Mandeville St,70117.0,5,"(29.97583972, -90.05508469)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97583972,-90.05508469
H2477114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3694398,558945,2014-08-19 21:26:36,08/19/2014 09:27:35 PM,08/19/2014 09:31:18 PM,08/20/2014 02:23:49 AM,RTF,REPORT TO FOLLOW,N,3W05,077XX Downman Rd,70126.0,3,"(30.03050706, -90.02635368)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03050706,-90.02635368
H2745014,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3705519,514615,2014-08-21 20:43:35,08/21/2014 08:44:24 PM,08/21/2014 08:46:35 PM,08/21/2014 10:52:02 PM,RTF,REPORT TO FOLLOW,N,4E01,043XX Woodland Dr,70131.0,4,"(29.90826259, -89.99284950)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.90826259,-89.99284950
H2769114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3681335,555619,2014-08-22 02:01:37,08/22/2014 02:02:32 AM,08/22/2014 02:10:04 AM,08/22/2014 04:50:15 AM,RTF,REPORT TO FOLLOW,N,3S01,062XX Wainwright Dr,70122.0,3,"(30.02176623, -90.06775059)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.02176623,-90.06775059
H2782514,64G,ARMED ROBBERY WITH GUN,2A,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3690798,538371,2014-08-22 05:40:55,08/22/2014 05:42:38 AM,08/22/2014 05:44:57 AM,08/22/2014 08:59:27 AM,RTF,REPORT TO FOLLOW,N,5G04,018XX Desire St,70117.0,5,"(29.97404941, -90.03846457)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97404941,-90.03846457
H2822514,64G,ARMED ROBBERY WITH GUN,2A,21,COMPLAINT OTHER,2A,3688025,539289,2014-08-22 12:58:15,08/22/2014 01:00:46 PM,08/22/2014 01:02:23 PM,08/22/2014 03:58:52 PM,RTF,REPORT TO FOLLOW,N,5G03,018XX Almonaster Ave,70117.0,5,"(29.97666000, -90.04719100)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97666000,-90.04719100
H2915414,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3681006,528840,2014-08-23 02:34:07,08/23/2014 02:34:32 AM,08/23/2014 02:37:35 AM,08/23/2014 03:49:12 AM,RTF,REPORT TO FOLLOW,N,8G03,Camp St & Lafayette St,70130.0,8,"(29.94814256, -90.06972140)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94814256,-90.06972140
H2915814,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3681732,527694,2014-08-23 02:40:06,08/23/2014 02:41:51 AM,08/23/2014 02:45:57 AM,08/23/2014 03:53:37 AM,RTF,REPORT TO FOLLOW,N,8G01,Julia St & Tchoupitoulas St,70130.0,8,"(29.94496852, -90.06747047)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94496852,-90.06747047
H2915914,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3664595,537365,2014-08-23 02:42:33,08/23/2014 02:43:31 AM,08/23/2014 02:51:48 AM,08/23/2014 03:20:35 AM,RTF,REPORT TO FOLLOW,N,3A01,092XX Airline Hwy,70118.0,3,"(29.97207133, -90.12125485)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97207133,-90.12125485
H3070214,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3681476,535703,2014-08-24 10:30:49,08/24/2014 10:31:24 AM,08/24/2014 10:33:02 AM,08/24/2014 11:47:59 AM,RTF,REPORT TO FOLLOW,N,1F02,Governor Nicholls St & N Villere St,70116.0,1,"(29.96700081, -90.06799947)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96700081,-90.06799947
H3086814,64G,ARMED ROBBERY WITH GUN,2A,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3712361,556673,2014-08-24 13:42:47,08/24/2014 01:43:14 PM,08/24/2014 01:46:52 PM,08/24/2014 07:35:38 PM,RTF,REPORT TO FOLLOW,N,7J02,048XX Redwood St,70127.0,7,"(30.02368608, -89.96967812)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.02368608,-89.96967812
H3219714,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3713109,566707,2014-08-25 15:40:15,08/25/2014 03:40:56 PM,08/25/2014 03:45:39 PM,08/25/2014 06:00:40 PM,RTF,REPORT TO FOLLOW,N,7I14,075XX Bullard Ave,70128.0,7,"(30.05124915, -89.96693394)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.05124915,-89.96693394
H3257614,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3706614,562223,2014-08-25 20:44:47,08/25/2014 08:45:36 PM,08/25/2014 08:52:28 PM,08/25/2014 10:50:03 PM,RTF,REPORT TO FOLLOW,N,7P03,092XX Morrison Rd,70127.0,7,"(30.03913180, -89.98763030)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03913180,-89.98763030
H3290414,64G,ARMED ROBBERY WITH GUN,2A,107,SUSPICIOUS PERSON,2A,3671377,526076,2014-08-26 05:35:13,08/26/2014 05:35:51 AM,08/26/2014 05:37:08 AM,08/26/2014 09:11:32 AM,RTF,REPORT TO FOLLOW,N,2R01,041XX S Claiborne Ave,,2,"(29.94083203, -90.10021762)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94083203,-90.10021762
H3304714,64G,ARMED ROBBERY WITH GUN,2A,67A,AUTO THEFT,2A,3705696,553097,2014-08-26 08:38:51,08/26/2014 08:46:19 AM,08/26/2014 09:05:51 AM,08/26/2014 05:23:20 PM,RTF,REPORT TO FOLLOW,N,7F02,082XX Chef Menteur Hwy,70126.0,7,"(30.01406968, -89.99086974)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.01406968,-89.99086974
H3340014,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3683504,545265,2014-08-26 13:28:45,08/26/2014 01:29:49 PM,08/26/2014 01:29:36 PM,08/26/2014 03:57:32 PM,RTF,REPORT TO FOLLOW,N,3X02,034XX Blk Touro St,70122.0,3,"(29.99323115, -90.06125820)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.99323115,-90.06125820
H3357514,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3696497,558038,2014-08-26 15:53:41,08/26/2014 03:54:24 PM,08/26/2014 04:02:49 PM,08/26/2014 06:05:40 PM,RTF,REPORT TO FOLLOW,N,7D02,062XX Bridgehampton Dr,70126.0,7,"(30.02794723, -90.01975404)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.02794723,-90.01975404
H3396214,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3671813,528671,2014-08-26 20:28:41,08/26/2014 08:32:14 PM,,08/26/2014 11:25:09 PM,RTF,REPORT TO FOLLOW,N,6M01,037XX Washington Ave,70125.0,6,"(29.94795264, -90.09875439)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94795264,-90.09875439
H3401314,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3689859,548701,2014-08-26 21:10:22,08/26/2014 09:11:24 PM,08/26/2014 09:17:12 PM,08/26/2014 10:27:48 PM,RTF,REPORT TO FOLLOW,N,3U01,041XX Old Gentilly Rd,70126.0,3,"(30.00248231, -90.04106367)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.00248231,-90.04106367
H3464314,64G,ARMED ROBBERY WITH GUN,1A,64G,ARMED ROBBERY WITH GUN,1A,3682667,546861,2014-08-27 10:54:01,08/27/2014 11:03:34 AM,08/27/2014 11:09:00 AM,08/27/2014 02:11:45 PM,RTF,REPORT TO FOLLOW,N,3Q01,002XX Warrington Dr,70122.0,3,"(29.99764293, -90.06384786)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.99764293,-90.06384786
H3483814,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3685976,557474,2014-08-27 13:24:29,08/27/2014 01:25:20 PM,08/27/2014 01:33:32 PM,08/27/2014 07:07:33 PM,RTF,REPORT TO FOLLOW,N,3S04,025XX Leon C Simon Dr,70122.0,3,"(30.02672461, -90.05302002)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.02672461,-90.05302002
H3558014,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3729290,561930,2014-08-28 00:24:44,08/28/2014 12:26:23 AM,08/28/2014 12:37:20 AM,08/28/2014 06:37:45 AM,RTF,REPORT TO FOLLOW,N,7L02,141XX Peltier Dr,70129.0,7,"(30.03757362, -89.91598074)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03757362,-89.91598074
H3575314,64G,ARMED ROBBERY WITH GUN,2A,64J,CARJACKING,2A,3662391,535521,2014-08-28 04:04:55,08/28/2014 04:05:46 AM,08/28/2014 04:06:24 AM,08/28/2014 06:14:24 AM,RTF,REPORT TO FOLLOW,N,2S01,027XX Monticello Ave,70118.0,2,"(29.96706546, -90.12827650)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96706546,-90.12827650
H3595014,64G,ARMED ROBBERY WITH GUN,1A,64G,ARMED ROBBERY WITH GUN,1A,3720220,575573,2014-08-28 08:49:37,08/28/2014 09:14:42 AM,08/28/2014 09:28:55 AM,08/28/2014 09:50:53 AM,RTF,REPORT TO FOLLOW,N,7K04,Hayne Blvd & Paris Rd,70129.0,7,"(30.07539242, -89.94412052)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.07539242,-89.94412052
H3683814,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3702022,523510,2014-08-28 21:50:18,08/28/2014 09:51:00 PM,08/28/2014 09:54:10 PM,08/28/2014 10:45:43 PM,RTF,REPORT TO FOLLOW,N,4K02,048XX General Meyer Ave,70131.0,4,"(29.93283436, -90.00356097)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.93283436,-90.00356097
H3711814,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3667431,534105,2014-08-29 03:36:04,08/29/2014 03:37:12 AM,08/29/2014 03:42:56 AM,08/29/2014 05:17:34 AM,RTF,REPORT TO FOLLOW,N,2U04,034XX S Carrollton Ave,70125.0,2,"(29.96302552, -90.11240704)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96302552,-90.11240704
H3752114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3678691,532036,2014-08-29 12:39:46,08/29/2014 12:40:59 PM,08/29/2014 12:43:56 PM,08/29/2014 03:16:06 PM,RTF,REPORT TO FOLLOW,N,8J04,S Villere St & Cleveland Ave,70112.0,8,"(29.95699985, -90.07691994)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.95699985,-90.07691994
H3816514,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3715649,556150,2014-08-29 21:17:41,08/29/2014 09:19:25 PM,08/29/2014 09:29:43 PM,08/30/2014 02:40:49 AM,RTF,REPORT TO FOLLOW,N,7J03,Papania Dr & Dreux Ave,70127.0,7,"(30.02213774, -89.95930656)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.02213774,-89.95930656
H3827414,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3719376,562402,2014-08-29 23:32:02,08/29/2014 11:33:49 PM,08/29/2014 11:41:44 PM,08/30/2014 03:27:12 AM,RTF,REPORT TO FOLLOW,N,7K07,114XX Lake Forest Blvd,70128.0,7,"(30.03920582, -89.94729041)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03920582,-89.94729041
H3850214,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3704299,559101,2014-08-30 03:33:59,08/30/2014 03:42:15 AM,08/30/2014 03:35:13 AM,08/30/2014 06:44:01 AM,RTF,REPORT TO FOLLOW,N,7O04,070XX Lawrence Rd,70126.0,7,"(30.03062180, -89.99506029)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.03062180,-89.99506029
H3898914,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3673394,527033,2014-08-30 14:07:55,08/30/2014 02:09:36 PM,08/30/2014 02:18:58 PM,08/30/2014 03:38:33 PM,RTF,REPORT TO FOLLOW,N,6K01,026XX S Claiborne Ave,70125.0,6,"(29.94340350, -90.09381745)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94340350,-90.09381745
H3900714,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3674382,527729,2014-08-30 14:26:22,08/30/2014 02:28:32 PM,08/30/2014 02:30:23 PM,08/30/2014 05:34:39 PM,RTF,REPORT TO FOLLOW,N,6K02,022XX S Claiborne Ave,70125.0,6,"(29.94528777, -90.09067593)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.94528777,-90.09067593
H3923714,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3677714,533752,2014-08-30 18:15:58,08/30/2014 06:17:02 PM,08/30/2014 06:23:47 PM,08/30/2014 09:09:26 PM,RTF,REPORT TO FOLLOW,N,1I02,020XX Iberville St,70112.0,1,"(29.96174969, -90.07994710)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96174969,-90.07994710
H3948214,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3687266,536627,2014-08-30 22:11:08,08/30/2014 10:11:53 PM,08/30/2014 10:14:07 PM,08/30/2014 11:49:53 PM,RTF,REPORT TO FOLLOW,N,5C02,026XX Saint Claude Ave,70117.0,5,"(29.96936417, -90.04967996)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96936417,-90.04967996
H4003614,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3685713,536594,2014-08-31 10:54:21,08/31/2014 10:56:23 AM,08/31/2014 11:01:30 AM,08/31/2014 12:43:14 PM,RTF,REPORT TO FOLLOW,N,5B02,011XX Mandeville St,70117.0,5,"(29.96931895, -90.05458603)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96931895,-90.05458603
H4047114,64G,ARMED ROBBERY WITH GUN,2A,34S,AGGRAVATED BATTERY BY SHOOTING,1A,3674410,523280,2014-08-31 18:05:44,08/31/2014 06:10:32 PM,08/31/2014 06:12:07 PM,08/31/2014 09:05:19 PM,RTF,REPORT TO FOLLOW,N,6F02,020XX 7th St,70115.0,6,"(29.93305259, -90.09073939)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.93305259,-90.09073939
I0005214,64G,ARMED ROBBERY WITH GUN,2A,60,AGGRAVATED BURGLARY,2A,3660207,530977,2014-09-01 00:44:39,09/01/2014 12:47:31 AM,09/01/2014 12:46:27 AM,09/01/2014 04:23:08 AM,RTF,REPORT TO FOLLOW,N,2K02,089XX Willow St,70118.0,2,"(29.95463364, -90.13532224)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.95463364,-90.13532224
I0018614,64G,ARMED ROBBERY WITH GUN,2A,34C,AGGRAVATED BATTERY BY KNIFE,2B,3696845,521697,2014-09-01 03:25:57,09/01/2014 03:26:52 AM,09/01/2014 03:28:10 AM,09/01/2014 05:36:01 AM,RTF,REPORT TO FOLLOW,N,4J01,Westbend Pkwy & Westpark Dr,70114.0,4,"(29.92801124, -90.01997155)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.92801124,-90.01997155
I0022214,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3664599,537445,2014-09-01 04:25:09,09/01/2014 04:43:05 AM,09/01/2014 04:52:45 AM,09/01/2014 06:51:59 AM,RTF,REPORT TO FOLLOW,N,3A01,092XX Airline Hwy,70118.0,3,"(29.97229252, -90.12123814)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.97229252,-90.12123814
I0207314,64G,ARMED ROBBERY WITH GUN,2A,21,COMPLAINT OTHER,2A,3696037,554227,2014-09-02 16:46:02,09/02/2014 04:48:08 PM,09/02/2014 04:50:20 PM,09/02/2014 06:38:22 PM,RTF,REPORT TO FOLLOW,N,7C03,047XX Downman Rd,70126.0,7,"(30.01748374, -90.02134657)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,30.01748374,-90.02134657
I0250114,64G,ARMED ROBBERY WITH GUN,2A,64G,ARMED ROBBERY WITH GUN,2A,3673832,535695,2014-09-02 22:58:26,,09/02/2014 11:00:46 PM,09/03/2014 01:12:20 AM,RTF,REPORT TO FOLLOW,N,1L01,002XX S Salcedo St,70119.0,1,"(29.96720651, -90.09213829)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,29.96720651,-90.09213829
