NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description
B2038912,65,SIMPLE ROBBERY,1B,,,,3704002,554904,2012-02-14 14:57:00,2012-02-14 15:03:00,2012-02-14 15:47:00,2012-02-14 16:58:00,RTF,REPORT TO FOLLOW,,,047XX Viola St,70126.0,7,"(30.019090608565417, -89.99615598139)",VIOLENT CRIME,SIMPLE ROBBERY
B2254012,65,SIMPLE ROBBERY,1B,,,,3680343,532314,2012-02-16 00:01:00,2012-02-16 00:04:00,2012-02-16 00:10:00,2012-02-16 01:17:00,RTF,REPORT TO FOLLOW,,,003XX Basin St,70112.0,1,"(29.957713992565974, -90.07169610428276)",VIOLENT CRIME,SIMPLE ROBBERY
B2347612,65,SIMPLE ROBBERY,1B,,,,3678041,526238,2012-02-16 17:45:00,2012-02-16 18:16:00,2012-02-16 18:25:00,2012-02-16 20:16:00,RTF,REPORT TO FOLLOW,,,Mlk Blvd & Oretha Castle Haley B,70113.0,6,"(29.94107651450229, -90.07917515510977)",VIOLENT CRIME,SIMPLE ROBBERY
B2387712,65,SIMPLE ROBBERY,1B,,,,3673154,521149,2012-02-16 23:05:00,2012-02-16 23:11:00,2012-02-16 23:14:00,2012-02-17 00:05:00,RTF,REPORT TO FOLLOW,,,Amelia St & Saint Charles Ave,70115.0,6,"(29.927229588833, -90.09477800992592)",VIOLENT CRIME,SIMPLE ROBBERY
B2726512,65,SIMPLE ROBBERY,2B,,,,3684641,533925,2012-02-19 00:42:00,2012-02-19 00:48:00,2012-02-19 00:53:00,2012-02-19 02:45:00,RTF,REPORT TO FOLLOW,,,Decatur St & Esplanade Ave,70116.0,8,"(29.962012865940665, -90.05806767218385)",VIOLENT CRIME,SIMPLE ROBBERY
B2907712,65,SIMPLE ROBBERY,1B,,,,3672683,523636,2012-02-20 00:54:00,2012-02-20 01:07:00,2012-02-20 01:11:00,2012-02-20 02:51:00,RTF,REPORT TO FOLLOW,,,Foucher St & S Liberty St,70115.0,6,"(29.934082027180057, -90.09618007539083)",VIOLENT CRIME,SIMPLE ROBBERY
B2922212,65,SIMPLE ROBBERY,1B,,,,3680929,530923,2012-02-20 03:06:00,2012-02-20 03:06:00,2012-02-20 03:35:00,2012-02-20 19:08:00,RTF,REPORT TO FOLLOW,,,Bourbon St & Canal St,70112.0,8,"(29.95387145933587, -90.06989411880384)",VIOLENT CRIME,SIMPLE ROBBERY
B2988712,65,SIMPLE ROBBERY,1B,,,,3682312,530360,2012-02-20 15:11:00,2012-02-20 16:11:00,2012-02-20 16:24:00,2012-02-20 18:49:00,RTF,REPORT TO FOLLOW,,,Iberville St & N Peters St,70130.0,8,"(29.95228139696118, -90.06554684716329)",VIOLENT CRIME,SIMPLE ROBBERY
B3045912,65,SIMPLE ROBBERY,1E,,,,3680016,529889,2012-02-20 22:21:00,2012-02-21 02:15:00,2012-02-21 02:19:00,2012-02-21 04:05:00,RTF,REPORT TO FOLLOW,,,Baronne St & Perdido St,70112.0,8,"(29.951055956807913, -90.07281291355699)",VIOLENT CRIME,SIMPLE ROBBERY
B3292012,65,SIMPLE ROBBERY,1B,,,,3679475,532037,2012-02-22 11:08:00,2012-02-22 11:09:00,,2012-02-22 11:09:00,RTF,REPORT TO FOLLOW,,,Canal St & Treme St,70112.0,1,"(29.9569785867068, -90.07444660622565)",VIOLENT CRIME,SIMPLE ROBBERY
B3337212,65,SIMPLE ROBBERY,2D,,,,3688047,536314,2012-02-22 17:02:00,2012-02-22 17:06:00,2012-02-22 17:12:00,2012-02-22 20:38:00,RTF,REPORT TO FOLLOW,,,Press St & Saint Claude Ave,70117.0,5,"(29.968477112440244, -90.04722740164908)",VIOLENT CRIME,SIMPLE ROBBERY
B3650412,65,SIMPLE ROBBERY,1B,,,,3690367,531016,2012-02-25 00:10:00,2012-02-25 00:20:00,2012-02-25 00:24:00,2012-02-25 02:27:00,RTF,REPORT TO FOLLOW,,,002XX Whitney Ave,70114.0,4,"(29.953837655278576, -90.04008958584647)",VIOLENT CRIME,SIMPLE ROBBERY
B3747612,65,SIMPLE ROBBERY,1B,,,,3704839,552843,2012-02-25 20:04:00,2012-02-25 20:39:00,2012-02-25 20:49:00,2012-02-25 23:04:00,RTF,REPORT TO FOLLOW,,,079XX Chef Menteur Hwy,70126.0,7,"(30.013396766065522, -89.99358751296074)",VIOLENT CRIME,SIMPLE ROBBERY
B3961012,65,SIMPLE ROBBERY,1B,,,,3667375,528096,2012-02-27 12:35:00,2012-02-27 12:36:00,2012-02-27 12:49:00,2012-02-27 15:35:00,RTF,REPORT TO FOLLOW,,,062XX S Miro St,70125.0,2,"(29.946502108535924, -90.11278731071062)",VIOLENT CRIME,SIMPLE ROBBERY
B4219212,65,SIMPLE ROBBERY,2B,,,,3681675,531936,2012-02-28 23:53:00,2012-02-28 23:57:00,2012-02-28 23:58:00,2012-02-29 01:58:00,RTF,REPORT TO FOLLOW,,,004XX Bourbon St,70112.0,8,"(29.956634227010543, -90.0675032236509)",VIOLENT CRIME,SIMPLE ROBBERY
C0292612,65,SIMPLE ROBBERY,1B,,,,3676189,532767,2012-03-02 18:13:00,2012-03-02 18:24:00,2012-03-02 18:45:00,2012-03-02 19:59:00,RTF,REPORT TO FOLLOW,,,S Galvez St & Tulane Ave,70119.0,1,"(29.959084700619275, -90.08479765748486)",VIOLENT CRIME,SIMPLE ROBBERY
C0399512,65,SIMPLE ROBBERY,2B,,,,3681751,548024,2012-03-03 10:29:00,2012-03-03 10:31:00,2012-03-03 10:33:00,2012-03-03 12:59:00,RTF,REPORT TO FOLLOW,,,004XX Warrington Dr,70122.0,3,"(30.00086831155196, -90.06670168111482)",VIOLENT CRIME,SIMPLE ROBBERY
C0401012,65,SIMPLE ROBBERY,1B,,,,3682510,548337,2012-03-03 10:49:00,2012-03-03 10:49:00,2012-03-03 10:50:00,2012-03-03 12:41:00,RTF,REPORT TO FOLLOW,,,Mandolin St & Saint Anthony Ave,70122.0,3,"(30.001705857720754, -90.064292993646)",VIOLENT CRIME,SIMPLE ROBBERY
C0505612,65,SIMPLE ROBBERY,2B,,,,3663345,525321,2012-03-04 02:08:00,2012-03-04 02:10:00,2012-03-04 02:16:00,2012-03-04 03:13:00,RTF,REPORT TO FOLLOW,,,072XX Maple St,70118.0,2,"(29.938989166036155, -90.12560386187562)",VIOLENT CRIME,SIMPLE ROBBERY
C0531512,65,SIMPLE ROBBERY,1A,,,,3682373,528790,2012-03-04 09:02:00,2012-03-04 09:08:00,2012-03-04 09:35:00,2012-03-04 10:57:00,RTF,REPORT TO FOLLOW,,,005XX Fulton St,70130.0,8,"(29.947962571311628, -90.06540909265053)",VIOLENT CRIME,SIMPLE ROBBERY
C0784512,65,SIMPLE ROBBERY,1B,,,,3684533,534457,2012-03-06 00:41:00,2012-03-06 00:42:00,2012-03-06 00:42:00,2012-03-06 04:40:00,RTF,REPORT TO FOLLOW,,,Chartres St & Kerlerec St,70116.0,8,"(29.963478987319533, -90.05839002643854)",VIOLENT CRIME,SIMPLE ROBBERY
C1087712,65,SIMPLE ROBBERY,2B,,,,3686051,539720,2012-03-07 20:24:00,2012-03-07 20:36:00,2012-03-07 20:46:00,2012-03-07 22:46:00,RTF,REPORT TO FOLLOW,,,N Johnson St & Saint Roch Ave,70117.0,5,"(29.977903871440834, -90.0534107078207)",VIOLENT CRIME,SIMPLE ROBBERY
C2073512,65,SIMPLE ROBBERY,1B,,,,3683308,532827,2012-03-14 08:52:00,2012-03-14 09:03:00,2012-03-14 09:20:00,2012-03-14 11:53:00,RTF,REPORT TO FOLLOW,,,009XX Chartres St,70116.0,8,"(29.959034467714474, -90.06231553683534)",VIOLENT CRIME,SIMPLE ROBBERY
C2353812,65,SIMPLE ROBBERY,2B,,,,3697727,551734,2012-03-15 23:41:00,2012-03-15 23:48:00,2012-03-15 23:58:00,2012-03-16 01:53:00,RTF,REPORT TO FOLLOW,,,062XX Chef Menteur Hwy,70126.0,7,"(30.01057416221916, -90.01609783590845)",VIOLENT CRIME,SIMPLE ROBBERY
C2369012,65,SIMPLE ROBBERY,1B,,,,3681249,530721,2012-03-16 02:32:00,2012-03-16 02:32:00,2012-03-16 02:34:00,2012-03-16 03:42:00,RTF,REPORT TO FOLLOW,,,001XX Royal St,70130.0,8,"(29.953306321797264, -90.06889072963331)",VIOLENT CRIME,SIMPLE ROBBERY
C2442012,65,SIMPLE ROBBERY,1B,,,,3677887,519572,2012-03-16 14:47:00,2012-03-16 15:24:00,2012-03-16 15:30:00,2012-03-16 16:54:00,RTF,REPORT TO FOLLOW,,,Chippewa St & Washington Ave,70130.0,6,"(29.92275183004856, -90.07989158275888)",VIOLENT CRIME,SIMPLE ROBBERY
C2808312,65,SIMPLE ROBBERY,1B,,,,3682652,533783,2012-03-18 19:03:00,2012-03-18 19:09:00,2012-03-18 19:30:00,2012-03-18 21:00:00,RTF,REPORT TO FOLLOW,,,Dauphine St & Saint Philip St,70116.0,8,"(29.961683132838534, -90.06435358758812)",VIOLENT CRIME,SIMPLE ROBBERY
C2814612,65,SIMPLE ROBBERY,1B,,,,3669950,518662,2012-03-18 19:55:00,2012-03-18 19:59:00,2012-03-18 20:01:00,2012-03-19 04:57:00,RTF,REPORT TO FOLLOW,,,047XX Magazine St,70115.0,2,"(29.920485968681596, -90.10497641352427)",VIOLENT CRIME,SIMPLE ROBBERY
C3098712,65,SIMPLE ROBBERY,2B,,,,3683309,528016,2012-03-20 15:46:00,2012-03-20 15:51:00,2012-03-20 16:09:00,2012-03-20 17:22:00,RTF,REPORT TO FOLLOW,,,005XX Port Of New Orleans Pl,70130.0,8,"(29.945805820210765, -90.06248087297791)",VIOLENT CRIME,SIMPLE ROBBERY
C3313412,65,SIMPLE ROBBERY,1B,,,,3705125,552905,2012-03-21 23:06:00,2012-03-21 23:12:00,2012-03-21 23:17:00,2012-03-22 04:01:00,RTF,REPORT TO FOLLOW,,,080XX Chef Menteur Hwy,70126.0,7,"(30.013558044485823, -89.9926816190939)",VIOLENT CRIME,SIMPLE ROBBERY
C3332212,65,SIMPLE ROBBERY,1B,,,,3685056,536286,2012-03-22 03:15:00,2012-03-22 03:49:00,2012-03-22 03:56:00,2012-03-22 05:57:00,RTF,REPORT TO FOLLOW,,,022XX Saint Claude Ave,70117.0,8,"(29.968492092875106, -90.05667409966782)",VIOLENT CRIME,SIMPLE ROBBERY
C3339812,65,SIMPLE ROBBERY,2B,,,,3666140,537710,2012-03-22 06:25:00,2012-03-22 06:29:00,2012-03-22 06:38:00,2012-03-22 11:42:00,RTF,REPORT TO FOLLOW,,,039XX Hollygrove St,70118.0,3,"(29.972973568443077, -90.11636426817148)",VIOLENT CRIME,SIMPLE ROBBERY
C3406212,65,SIMPLE ROBBERY,2B,,,,3683309,528016,2012-03-22 16:45:00,2012-03-22 16:47:00,2012-03-22 17:07:00,2012-03-22 19:41:00,RTF,REPORT TO FOLLOW,,,005XX Port Of New Orleans Pl,70130.0,8,"(29.945805820210765, -90.06248087297791)",VIOLENT CRIME,SIMPLE ROBBERY
C3432812,65,SIMPLE ROBBERY,1B,,,,3682032,532376,2012-03-22 19:58:00,2012-03-22 20:24:00,2012-03-22 20:42:00,2012-03-22 21:06:00,RTF,REPORT TO FOLLOW,,,Bourbon St & Toulouse St,70112.0,8,"(29.957833228266857, -90.06636057176723)",VIOLENT CRIME,SIMPLE ROBBERY
C3461612,65,SIMPLE ROBBERY,1B,,,,3681380,531514,2012-03-23 00:21:00,2012-03-23 00:21:00,2012-03-23 00:21:00,2012-03-23 01:25:00,RTF,REPORT TO FOLLOW,,,Bienville St & Bourbon St,70112.0,8,"(29.955482827774233, -90.06844944722393)",VIOLENT CRIME,SIMPLE ROBBERY
C3739812,65,SIMPLE ROBBERY,1B,,,,3687664,539115,2012-03-24 15:45:00,2012-03-24 15:51:00,2012-03-24 15:58:00,2012-03-24 17:06:00,RTF,REPORT TO FOLLOW,,,018XX Franklin Ave,70117.0,5,"(29.976190694460875, -90.04833773246428)",VIOLENT CRIME,SIMPLE ROBBERY
C3788812,65,SIMPLE ROBBERY,1B,,,,3681380,533322,2012-03-24 20:31:00,2012-03-24 20:37:00,2012-03-24 20:42:00,2012-03-24 22:06:00,RTF,REPORT TO FOLLOW,,,N Rampart St & Saint Peter St,70112.0,8,"(29.96045421317708, -90.06838642278088)",VIOLENT CRIME,SIMPLE ROBBERY
C3904112,65,SIMPLE ROBBERY,2B,,,,3681508,532290,2012-03-25 15:46:00,2012-03-25 15:49:00,2012-03-25 15:52:00,2012-03-25 16:53:00,RTF,REPORT TO FOLLOW,,,009XX Saint Louis St,70112.0,8,"(29.95761267848659, -90.06801821146433)",VIOLENT CRIME,SIMPLE ROBBERY
C3911012,65,SIMPLE ROBBERY,2B,,,,3730578,561718,2012-03-25 16:47:00,2012-03-25 16:53:00,2012-03-25 17:18:00,2012-03-25 19:50:00,RTF,REPORT TO FOLLOW,,,046XX Alcee Fortier Blvd,70129.0,7,"(30.03694675978249, -89.91191934188349)",VIOLENT CRIME,SIMPLE ROBBERY
C4452812,65,SIMPLE ROBBERY,1B,,,,3681991,532873,2012-03-29 01:00:00,2012-03-29 01:03:00,2012-03-29 01:04:00,2012-03-29 02:49:00,RTF,REPORT TO FOLLOW,,,007XX Dauphine St,70116.0,8,"(29.959201055437696, -90.06647268655765)",VIOLENT CRIME,SIMPLE ROBBERY
C4780612,65,SIMPLE ROBBERY,2B,,,,3682118,533698,2012-03-30 23:44:00,2012-03-30 23:48:00,2012-03-30 23:49:00,2012-03-31 03:19:00,RTF,REPORT TO FOLLOW,,,010XX Dumaine St,70116.0,8,"(29.961465662229635, -90.06604283901522)",VIOLENT CRIME,SIMPLE ROBBERY
C4783012,65,SIMPLE ROBBERY,2B,,,,3696318,534041,2012-03-31 00:02:00,2012-03-31 00:04:00,2012-03-31 00:11:00,2012-03-31 01:15:00,RTF,REPORT TO FOLLOW,,,051XX St Claude Ave,70117.0,5,"(29.961969314723348, -90.02118950264861)",VIOLENT CRIME,SIMPLE ROBBERY
D0123712,65,SIMPLE ROBBERY,1B,,,,3714297,566798,2012-04-01 19:12:00,2012-04-01 20:23:00,2012-04-01 21:18:00,2012-04-01 22:48:00,RTF,REPORT TO FOLLOW,,,073XX Strathmore Dr,70128.0,7,"(30.05145997909775, -89.96317833416255)",VIOLENT CRIME,SIMPLE ROBBERY
D0616212,65,SIMPLE ROBBERY,2B,,,,3673491,521263,2012-04-04 21:26:00,2012-04-04 21:30:00,2012-04-04 21:34:00,2012-04-04 23:05:00,RTF,REPORT TO FOLLOW,,,Foucher St & Saint Charles Ave,70115.0,6,"(29.927533031633935, -90.09371029154039)",VIOLENT CRIME,SIMPLE ROBBERY
D0724912,65,SIMPLE ROBBERY,2B,,,,3697351,555044,2012-04-05 15:35:00,2012-04-05 15:44:00,2012-04-05 15:46:00,2012-04-05 22:50:00,RTF,REPORT TO FOLLOW,,,Dwyer Rd & Virgilian St,70126.0,7,"(30.01968729413827, -90.01716563709412)",VIOLENT CRIME,SIMPLE ROBBERY
D0750912,65,SIMPLE ROBBERY,1B,,,,3682504,531170,2012-04-05 18:49:00,2012-04-05 20:46:00,2012-04-05 20:57:00,2012-04-05 21:12:00,RTF,REPORT TO FOLLOW,,,004XX Decatur St,70130.0,8,"(29.95450277967145, -90.06491228829336)",VIOLENT CRIME,SIMPLE ROBBERY
D0781812,65,SIMPLE ROBBERY,1B,,,,3708216,566224,2012-04-05 23:28:00,2012-04-05 23:32:00,2012-04-05 23:35:00,2012-04-06 01:01:00,RTF,REPORT TO FOLLOW,,,105XX Hayne Blvd,70127.0,7,"(30.050080244405894, -89.98241963888998)",VIOLENT CRIME,SIMPLE ROBBERY
D0912412,65,SIMPLE ROBBERY,1B,,,,3681184,531226,2012-04-06 22:33:00,2012-04-06 22:33:00,2012-04-06 22:36:00,2012-04-07 00:36:00,RTF,REPORT TO FOLLOW,,,002XX Bourbon St,70112.0,8,"(29.954696873099614, -90.06907837799429)",VIOLENT CRIME,SIMPLE ROBBERY
D0937312,65,SIMPLE ROBBERY,1B,,,,3685577,534527,2012-04-07 01:56:00,2012-04-07 02:01:00,2012-04-07 02:05:00,2012-04-07 06:03:00,RTF,REPORT TO FOLLOW,,,023XX Chartres St,70117.0,8,"(29.96363948101931, -90.05509072710362)",VIOLENT CRIME,SIMPLE ROBBERY
D1089112,65,SIMPLE ROBBERY,2B,,,,3679366,522496,2012-04-08 02:47:00,2012-04-08 02:50:00,2012-04-08 02:52:00,2012-04-08 05:59:00,RTF,REPORT TO FOLLOW,,,020XX Magazine St,70130.0,6,"(29.930747305510405, -90.07512161466224)",VIOLENT CRIME,SIMPLE ROBBERY
D1141312,65,SIMPLE ROBBERY,1A,,,,3676555,520064,2012-04-08 14:51:00,2012-04-08 14:53:00,2012-04-08 14:55:00,2012-04-08 18:25:00,RTF,REPORT TO FOLLOW,,,010XX 7th St,70115.0,6,"(29.92414466891769, -90.08407925074981)",VIOLENT CRIME,SIMPLE ROBBERY
D1195712,65,SIMPLE ROBBERY,2B,,,,3678809,533459,2012-04-08 21:13:00,2012-04-08 21:17:00,2012-04-08 21:21:00,2012-04-08 22:45:00,RTF,REPORT TO FOLLOW,,,Bienville St & N Claiborne Ave,70112.0,1,"(29.960908708476033, -90.07650037409572)",VIOLENT CRIME,SIMPLE ROBBERY
D1197612,65,SIMPLE ROBBERY,1B,,,,3672622,535145,2012-04-08 21:27:00,2012-04-08 21:37:00,2012-04-08 21:39:00,2012-04-09 01:07:00,RTF,REPORT TO FOLLOW,,,005XX S Rendon St,70119.0,1,"(29.965729794155738, -90.0959802976761)",VIOLENT CRIME,SIMPLE ROBBERY
D1698912,65,SIMPLE ROBBERY,1B,,,,3687422,535180,2012-04-12 00:03:00,2012-04-12 00:06:00,2012-04-12 00:18:00,2012-04-12 04:04:00,RTF,REPORT TO FOLLOW,,,Dauphine St & Saint Ferdinand St,70117.0,5,"(29.96537828190621, -90.04924131158606)",VIOLENT CRIME,SIMPLE ROBBERY
D1791512,65,SIMPLE ROBBERY,1B,,,,3690072,525241,2012-04-12 15:45:00,2012-04-12 17:53:00,2012-04-12 18:10:00,2012-04-12 20:21:00,RTF,REPORT TO FOLLOW,,,L B Landry Ave & Mardi Gras Blvd,70114.0,4,"(29.937967536065415, -90.04122669850756)",VIOLENT CRIME,SIMPLE ROBBERY
D1818512,65,SIMPLE ROBBERY,1A,,,,3680964,530937,2012-04-12 18:28:00,2012-04-12 18:33:00,,2012-04-12 20:10:00,RTF,REPORT TO FOLLOW,,,001XX Bourbon St,70112.0,8,"(29.953908893404925, -90.06978311579051)",VIOLENT CRIME,SIMPLE ROBBERY
D2059812,65,SIMPLE ROBBERY,1B,,,,3667483,518629,2012-04-14 03:48:00,2012-04-14 03:52:00,2012-04-14 03:58:00,2012-04-14 05:31:00,RTF,REPORT TO FOLLOW,,,053XX Magazine St,70115.0,2,"(29.920467718163405, -90.11276471610631)",VIOLENT CRIME,SIMPLE ROBBERY
D2674912,65,SIMPLE ROBBERY,1B,,,,3675571,535027,2012-04-18 09:22:00,2012-04-18 09:58:00,2012-04-18 09:58:00,2012-04-18 13:53:00,RTF,REPORT TO FOLLOW,,,026XX Canal St,70119.0,1,"(29.96531744098668, -90.08667150663706)",VIOLENT CRIME,SIMPLE ROBBERY
D2733912,65,SIMPLE ROBBERY,1B,,,,3681420,530414,2012-04-18 16:16:00,2012-04-18 16:16:00,,2012-04-18 16:16:00,RTF,REPORT TO FOLLOW,,,006XX Canal St,70130.0,8,"(29.952456985855555, -90.06836148700174)",VIOLENT CRIME,SIMPLE ROBBERY
D2734112,65,SIMPLE ROBBERY,1B,,,,3678735,532624,2012-04-18 16:17:00,2012-04-18 16:17:00,,2012-04-18 16:17:00,RTF,REPORT TO FOLLOW,,,016XX Canal St,70112.0,1,"(29.95861497269429, -90.07676296796397)",VIOLENT CRIME,SIMPLE ROBBERY
D3420412,65,SIMPLE ROBBERY,2B,,,,3690953,535518,2012-04-23 03:57:00,2012-04-23 04:02:00,2012-04-23 04:05:00,2012-04-23 06:47:00,RTF,REPORT TO FOLLOW,,,Independence St & Saint Claude A,70117.0,5,"(29.96619838602079, -90.03807855536745)",VIOLENT CRIME,SIMPLE ROBBERY
D3732612,65,SIMPLE ROBBERY,1B,,,,3682706,529434,2012-04-24 22:04:00,2012-04-25 00:15:00,2012-04-25 00:48:00,2012-04-25 01:54:00,RTF,REPORT TO FOLLOW,,,001XX Canal St,70130.0,8,"(29.949723217770586, -90.06433515988114)",VIOLENT CRIME,SIMPLE ROBBERY
D3757412,65,SIMPLE ROBBERY,1B,,,,3682250,532663,2012-04-25 01:49:00,2012-04-25 01:49:00,2012-04-25 01:56:00,2012-04-25 02:50:00,RTF,REPORT TO FOLLOW,,,Bourbon St & Saint Peter St,70112.0,8,"(29.95861575072561, -90.0656621645673)",VIOLENT CRIME,SIMPLE ROBBERY
D4067912,65,SIMPLE ROBBERY,1A,,,,3673705,519640,2012-04-26 21:11:00,2012-04-26 22:04:00,2012-04-26 22:15:00,2012-04-27 01:27:00,RTF,REPORT TO FOLLOW,,,012XX Antonine St,70115.0,6,"(29.923063935679426, -90.09309019997923)",VIOLENT CRIME,SIMPLE ROBBERY
D4395612,65,SIMPLE ROBBERY,1B,,,,3670882,519532,2012-04-28 22:01:00,2012-04-28 22:04:00,2012-04-28 22:04:00,2012-04-28 22:46:00,RTF,REPORT TO FOLLOW,,,044XX Chestnut St,70115.0,2,"(29.922850686769, -90.10200500716785)",VIOLENT CRIME,SIMPLE ROBBERY
D4415912,65,SIMPLE ROBBERY,1B,,,,3682407,533481,2012-04-29 00:21:00,2012-04-29 00:21:00,2012-04-29 00:21:00,2012-04-29 02:13:00,RTF,REPORT TO FOLLOW,,,009XX Dumaine St,70116.0,8,"(29.96086019450014, -90.06513781158439)",VIOLENT CRIME,SIMPLE ROBBERY
D4440112,65,SIMPLE ROBBERY,1B,,,,3679562,531827,2012-04-29 04:25:00,2012-04-29 04:25:00,2012-04-29 04:25:00,2012-04-29 06:26:00,RTF,REPORT TO FOLLOW,,,013XX Canal St,70112.0,8,"(29.956398529167178, -90.0741791744061)",VIOLENT CRIME,SIMPLE ROBBERY
D4478412,65,SIMPLE ROBBERY,1B,,,,3682966,531686,2012-04-29 12:26:00,2012-04-29 12:35:00,2012-04-29 12:37:00,2012-04-29 13:58:00,RTF,REPORT TO FOLLOW,,,006XX Decatur St,70130.0,8,"(29.955907533606055, -90.06343541755788)",VIOLENT CRIME,SIMPLE ROBBERY
E0027612,65,SIMPLE ROBBERY,1B,,,,3682652,533783,2012-05-01 07:01:00,2012-05-01 07:03:00,2012-05-01 07:04:00,2012-05-01 08:48:00,RTF,REPORT TO FOLLOW,,,Dauphine St & Saint Philip St,70116.0,8,"(29.961683132838534, -90.06435358758812)",VIOLENT CRIME,SIMPLE ROBBERY
E0074912,65,SIMPLE ROBBERY,1B,,,,3675330,525099,2012-05-01 13:22:00,2012-05-01 19:16:00,2012-05-01 19:30:00,2012-05-01 20:44:00,RTF,REPORT TO FOLLOW,,,025XX S Liberty St,70113.0,6,"(29.938025949866788, -90.08777338009233)",VIOLENT CRIME,SIMPLE ROBBERY
E0339912,65,SIMPLE ROBBERY,1B,,,,3661754,528123,2012-05-03 02:35:00,2012-05-03 02:39:00,2012-05-03 02:46:00,2012-05-03 03:55:00,RTF,REPORT TO FOLLOW,,,011XX S Carrollton Ave,70118.0,2,"(29.946739788714332, -90.13053400203698)",VIOLENT CRIME,SIMPLE ROBBERY
E0345312,65,SIMPLE ROBBERY,1B,,,,3696946,533190,2012-05-03 04:17:00,2012-05-03 04:20:00,2012-05-03 04:22:00,2012-05-03 06:59:00,RTF,REPORT TO FOLLOW,,,Andry St & Burgundy St,70117.0,5,"(29.959609577253882, -90.01923720630691)",VIOLENT CRIME,SIMPLE ROBBERY
E0523312,65,SIMPLE ROBBERY,1B,,,,3681666,531859,2012-05-04 06:38:00,2012-05-04 06:38:00,2012-05-04 07:39:00,2012-05-04 09:16:00,RTF,REPORT TO FOLLOW,,,004XX Bourbon St,70112.0,8,"(29.956422776541935, -90.06753432866823)",VIOLENT CRIME,SIMPLE ROBBERY
E0579512,65,SIMPLE ROBBERY,2A,,,,3672308,522517,2012-05-04 14:21:00,2012-05-04 14:26:00,2012-05-04 14:42:00,2012-05-04 15:22:00,RTF,REPORT TO FOLLOW,,,020XX General Taylor St,70115.0,6,"(29.93101626617551, -90.0974020427268)",VIOLENT CRIME,SIMPLE ROBBERY
E0702812,65,SIMPLE ROBBERY,2B,,,,3684792,538181,2012-05-05 05:42:00,2012-05-05 05:46:00,2012-05-05 05:51:00,2012-05-05 06:15:00,RTF,REPORT TO FOLLOW,,,016XX Elysian Fields Ave,70116.0,5,"(29.97371076875067, -90.05744118636896)",VIOLENT CRIME,SIMPLE ROBBERY
E0751912,65,SIMPLE ROBBERY,1B,,,,3691554,546989,2012-05-05 14:08:00,2012-05-05 16:44:00,2012-05-05 16:53:00,2012-05-05 21:40:00,RTF,REPORT TO FOLLOW,,,038XX Metropolitan St,70126.0,5,"(29.997720834591668, -90.03577040002001)",VIOLENT CRIME,SIMPLE ROBBERY
E0763912,65,SIMPLE ROBBERY,2A,,,,3681767,532584,2012-05-05 15:59:00,2012-05-05 16:03:00,2012-05-05 16:05:00,2012-05-05 18:30:00,RTF,REPORT TO FOLLOW,,,006XX Dauphine St,70112.0,8,"(29.95841321172421, -90.06719010766275)",VIOLENT CRIME,SIMPLE ROBBERY
E0819812,65,SIMPLE ROBBERY,1B,,,,3709020,557088,2012-05-05 23:04:00,2012-05-06 01:10:00,2012-05-06 02:01:00,2012-05-06 03:31:00,RTF,REPORT TO FOLLOW,,,Bundy Rd & Dwyer Rd,70127.0,7,"(30.024933785446468, -89.9802194998796)",VIOLENT CRIME,SIMPLE ROBBERY
E1052312,65,SIMPLE ROBBERY,1H,,,,3682321,536274,2012-05-07 14:01:00,2012-05-07 14:02:00,2012-05-07 14:23:00,2012-05-07 19:07:00,RTF,REPORT TO FOLLOW,,,013XX Kerlerec St,70116.0,1,"(29.968542602499717, -90.06531178084057)",VIOLENT CRIME,SIMPLE ROBBERY
E1227412,65,SIMPLE ROBBERY,1B,,,,3697049,533547,2012-05-08 15:34:00,2012-05-08 15:34:00,2012-05-08 15:34:00,2012-05-08 16:49:00,RTF,REPORT TO FOLLOW,,,Andry St & N Rampart St,70117.0,5,"(29.96058795241233, -90.01889902587583)",VIOLENT CRIME,SIMPLE ROBBERY
E1347012,65,SIMPLE ROBBERY,1B,,,,3674891,534406,2012-05-09 09:51:00,2012-05-09 09:52:00,2012-05-09 09:54:00,2012-05-09 13:38:00,RTF,REPORT TO FOLLOW,,,003XX S Broad St,70119.0,1,"(29.963630225669256, -90.08884021521573)",VIOLENT CRIME,SIMPLE ROBBERY
E1817412,65,SIMPLE ROBBERY,1B,,,,3681582,531800,2012-05-12 06:34:00,2012-05-12 07:48:00,2012-05-12 08:08:00,2012-05-12 09:20:00,RTF,REPORT TO FOLLOW,,,008XX Conti St,70112.0,8,"(29.956263097824728, -90.0678016303234)",VIOLENT CRIME,SIMPLE ROBBERY
E1932912,65,SIMPLE ROBBERY,1B,,,,3681742,530163,2012-05-12 23:32:00,2012-05-12 23:43:00,2012-05-12 23:55:00,2012-05-13 01:16:00,RTF,REPORT TO FOLLOW,,,005XX Canal St,70130.0,8,"(29.95175704231771, -90.06735351509451)",VIOLENT CRIME,SIMPLE ROBBERY
