NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Date,latitude,longitude,Beat_New
G1824716,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3676998,522035,07/17/2016 04:32:05 AM,07/17/2016 04:33:31 AM,07/17/2016 04:35:37 AM,07/17/2016 05:41:08 AM,RTF,REPORT TO FOLLOW,N,6D02,3rd St & Coliseum St,70130,6,"(29.92955329, -90.08261251)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-07-17,29.92955329,-90.08261251,6D02
G2005516,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3688006,539230,07/19/2016 01:29:31 AM,07/19/2016 01:55:41 AM,07/19/2016 01:55:49 AM,07/19/2016 03:32:03 AM,RTF,REPORT TO FOLLOW,N,5G03,018XX Almonaster Ave,70117,5,"(29.97649806, -90.04725297)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-07-19,29.97649806,-90.04725297,5G03
G2462116,,ARMED ROBBERY WITH GUN,2A,,CARJACKING,2A,3696407,534095,07/23/2016 05:37:03 AM,07/23/2016 05:38:49 AM,07/23/2016 05:45:20 AM,07/23/2016 08:10:34 AM,RTF,REPORT TO FOLLOW,N,5E01,051XX Saint Claude Ave,70117,5,"(29.96211521, -90.02090510)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-07-23,29.96211521,-90.0209051,5E01
G2717416,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3679886,527033,07/25/2016 04:50:59 PM,07/25/2016 04:51:11 PM,07/25/2016 04:54:50 PM,07/25/2016 06:22:07 PM,RTF,REPORT TO FOLLOW,N,6G04,007XX Howard Ave,70130,6,"(29.94320846, -90.07332191)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-07-25,29.94320846,-90.07332191,6G04
G2871416,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3687739,537132,07/27/2016 01:50:32 AM,07/27/2016 01:51:47 AM,07/27/2016 01:56:47 AM,07/27/2016 04:29:52 AM,RTF,REPORT TO FOLLOW,N,5C03,027XX Urquhart St,70117,5,"(29.97073727, -90.04817008)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-07-27,29.97073727,-90.04817008,5C03
G2900416,,ARMED ROBBERY WITH GUN,2A,,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,3677872,521816,07/27/2016 10:10:33 AM,07/27/2016 10:11:42 AM,07/27/2016 10:14:07 AM,07/27/2016 11:30:56 AM,RTF,REPORT TO FOLLOW,N,6D03,1st St & Camp St,70130,6,"(29.92892347, -90.07986069)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-07-27,29.92892347,-90.07986069,6D03
I1745416,,ARMED ROBBERY WITH GUN,2A,,CARJACKING,2A,3674337,539689,09/16/2016 01:16:33 AM,09/16/2016 01:18:02 AM,09/16/2016 01:24:55 AM,09/16/2016 04:07:05 AM,RTF,REPORT TO FOLLOW,N,1N01,009XX Harding Dr,70119,1,"(29.97817554, -90.09040645)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-16,29.97817554,-90.09040645,1N01
K0238016,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3687131,535288,11/03/2016 12:26:58 AM,11/03/2016 12:28:03 AM,11/03/2016 12:30:26 AM,11/03/2016 01:43:27 AM,RTF,REPORT TO FOLLOW,N,5C01,008XX Port St,70117,5,"(29.96568664, -90.05015587)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-03,29.96568664,-90.05015587,5C01
L3017416,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3687810,534224,12/28/2016 02:09:34 AM,12/28/2016 02:11:39 AM,12/28/2016 02:12:09 AM,12/28/2016 04:00:07 AM,RTF,REPORT TO FOLLOW,N,5C04,029XX Chartres St,70117,5,"(29.96273846, -90.04804879)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-12-28,29.96273846,-90.04804879,5C04
K0664616,,ARMED ROBBERY WITH GUN,1A,,ARMED ROBBERY WITH GUN,2A,3683139,528751,11/07/2016 06:03:47 AM,11/07/2016 06:04:44 AM,11/07/2016 06:08:22 AM,11/07/2016 10:22:29 AM,RTF,REPORT TO FOLLOW,N,8A02,001XX Port Of New Orleans Pl,70130,8,"(29.94783409, -90.06299101)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-07,29.94783409,-90.06299101,8A02
K0703816,,ARMED ROBBERY WITH GUN,1A,65,SIMPLE ROBBERY,1B,3677776,520857,11/07/2016 01:52:39 PM,11/07/2016 02:51:17 PM,11/07/2016 02:58:57 PM,11/07/2016 05:59:52 PM,RTF,REPORT TO FOLLOW,N,6A05,Constance St & 3rd St,70130,6,"(29.92629105, -90.08019494)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-07,29.92629105,-90.08019494,6A05
H0347216,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3684907,538478,08/03/2016 10:50:02 PM,08/03/2016 10:50:46 PM,08/03/2016 11:04:58 PM,08/04/2016 02:04:48 AM,RTF,REPORT TO FOLLOW,N,5G01,022XX N Derbigny St,70117,5,"(29.97452402, -90.05706516)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-03,29.97452402,-90.05706516,5G01
L3133116,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3686364,536561,12/29/2016 04:14:05 AM,12/29/2016 04:16:53 AM,12/29/2016 04:22:03 AM,12/29/2016 06:08:44 AM,RTF,REPORT TO FOLLOW,N,5B02,023XX Saint Claude Ave,70117,5,"(29.96920948, -90.05253341)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-12-29,29.96920948,-90.05253341,5B02
L3163516,,ARMED ROBBERY WITH GUN,2A,107,SUSPICIOUS PERSON,2A,3682790,541423,12/29/2016 11:31:27 AM,12/29/2016 11:35:30 AM,12/29/2016 11:40:00 AM,12/29/2016 02:03:11 PM,RTF,REPORT TO FOLLOW,N,5K02,025XX Annette St,70119,5,"(29.98268896, -90.06364859)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-12-29,29.98268896,-90.06364859,5K02
K0831516,,ARMED ROBBERY WITH GUN,2A,,AGGRAVATED BATTERY BY SHOOTING,2B,3678664,538603,11/08/2016 06:07:13 PM,11/08/2016 06:09:00 PM,11/08/2016 06:11:58 PM,11/08/2016 11:22:43 PM,RTF,REPORT TO FOLLOW,N,1C04,014XX N Dorgenois St,70119,1,"(29.9750583, -90.07677861)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-08,29.9750583,-90.07677861,1C04
H0687516,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3685091,540391,08/06/2016 09:59:27 PM,08/06/2016 10:01:03 PM,08/06/2016 10:03:11 PM,08/07/2016 12:34:11 AM,RTF,REPORT TO FOLLOW,N,5L01,Marigny St & N Miro St,70117,5,"(29.9797809, -90.05641737)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-06,29.9797809,-90.05641737,5L01
H0713816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3687467,541690,08/07/2016 04:59:06 AM,,08/07/2016 05:12:09 AM,08/07/2016 06:58:20 AM,RTF,REPORT TO FOLLOW,N,5L02,Franklin Ave & N Dorgenois St,70117,5,"(29.98327969, -90.0488686)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-07,29.98327969,-90.0488686,5L03
L3341916,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3674255,534846,12/30/2016 09:59:54 PM,12/30/2016 10:00:53 PM,12/30/2016 10:02:44 PM,12/30/2016 11:40:11 PM,RTF,REPORT TO FOLLOW,N,1L01,028XX Palmyra St,70119,1,"(29.96486087, -90.09083114)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-12-30,29.96486087,-90.09083114,1L01
I2200716,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3686649,534626,09/20/2016 01:44:13 AM,09/20/2016 01:45:39 AM,09/20/2016 01:54:38 AM,09/20/2016 03:48:58 AM,RTF,REPORT TO FOLLOW,N,5C01,Franklin Ave & Chartres St,70117,8,"(29.96387915, -90.05169918)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-20,29.96387915,-90.05169918,5B01
I2203516,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3689298,537062,09/20/2016 02:27:38 AM,09/20/2016 02:28:26 AM,09/20/2016 02:31:50 AM,09/20/2016 04:26:47 AM,RTF,REPORT TO FOLLOW,N,5C03,031XX N Villere St,70117,5,"(29.97049524, -90.04324973)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-20,29.97049524,-90.04324973,5C03
H0709116,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3686790,537191,08/07/2016 03:17:02 AM,08/07/2016 03:19:11 AM,08/07/2016 03:31:50 AM,08/07/2016 07:02:25 AM,RTF,REPORT TO FOLLOW,N,5B02,Urquhart St & Music St,70117,5,"(29.9709282, -90.05116436)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-07,29.9709282,-90.05116436,5B03
H0791816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3685467,535937,08/07/2016 10:41:19 PM,08/07/2016 10:43:18 PM,08/07/2016 10:44:18 PM,08/08/2016 12:53:21 AM,RTF,REPORT TO FOLLOW,N,8F04,023XX N Rampart St,70117,8,"(29.96752033, -90.05538787)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-07,29.96752033,-90.05538787,5B01
H0799216,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3671867,536702,08/08/2016 12:32:17 AM,08/08/2016 12:33:06 AM,08/08/2016 12:32:56 AM,08/08/2016 06:45:14 AM,RTF,REPORT TO FOLLOW,N,1L03,003XX S Telemachus St,70119,1,"(29.97003561, -90.09831134)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-08,29.97003561,-90.09831134,1L03
K0863816,,ARMED ROBBERY WITH GUN,1A,65,SIMPLE ROBBERY,1B,3683058,529710,11/08/2016 11:47:41 PM,11/08/2016 11:50:47 PM,11/08/2016 11:59:30 PM,11/09/2016 01:39:14 AM,RTF,REPORT TO FOLLOW,N,8B01,X Canal St,70130,8,"(29.9504714, -90.06321296)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-08,29.9504714,-90.06321296,8B01
H1115916,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3693512,534960,08/10/2016 09:53:28 PM,08/10/2016 09:54:10 PM,08/10/2016 09:56:42 PM,08/11/2016 12:53:19 AM,RTF,REPORT TO FOLLOW,N,5D04,004XX Blk Saint Claude Ave,70117,5,"(29.9645849, -90.03001649)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-10,29.9645849,-90.03001649,5D04
K0974316,,ARMED ROBBERY WITH GUN,1A,,ARMED ROBBERY WITH GUN,2A,3692522,535939,11/09/2016 10:19:17 PM,11/09/2016 10:20:21 PM,11/09/2016 10:33:04 PM,11/10/2016 01:09:02 AM,RTF,REPORT TO FOLLOW,N,5D03,013XX France St,70117,5,"(29.96730898, -90.03310748)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-09,29.96730898,-90.03310748,5D03
H1238616,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3692134,534035,08/12/2016 01:02:12 AM,08/12/2016 01:03:28 AM,08/12/2016 01:04:19 AM,08/12/2016 05:07:43 AM,RTF,REPORT TO FOLLOW,N,5D01,042XX Dauphine St,70117,5,"(29.96208597, -90.03440131)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-12,29.96208597,-90.03440131,5D01
H1265416,,ARMED ROBBERY WITH GUN,1A,65,SIMPLE ROBBERY,1B,3687589,536049,08/12/2016 09:36:44 AM,08/12/2016 09:40:28 AM,08/12/2016 09:45:42 AM,08/12/2016 11:16:10 AM,RTF,REPORT TO FOLLOW,N,5C02,010XX Saint Ferdinand St,70117,5,"(29.96776373, -90.04868054)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-12,29.96776373,-90.04868054,5C02
H1542816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3673164,536827,08/14/2016 09:24:53 PM,08/14/2016 09:26:18 PM,08/14/2016 09:29:24 PM,08/14/2016 10:59:34 PM,RTF,REPORT TO FOLLOW,N,1M03,N Jefferson Davis Pkwy & Canal St,70119,1,"(29.97033945, -90.09421083)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-14,29.97033945,-90.09421083,1M03
I2542616,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3700313,536328,09/23/2016 01:59:21 AM,09/23/2016 02:00:33 AM,09/23/2016 02:04:26 AM,09/23/2016 04:37:53 AM,RTF,REPORT TO FOLLOW,N,5I06,019XX Gordon St,70117,5,"(29.96813275, -90.0084894)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-23,29.96813275,-90.0084894,5I06
H1612516,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3675163,536504,08/15/2016 03:26:09 PM,08/15/2016 03:29:17 PM,08/15/2016 03:30:57 PM,08/15/2016 04:38:22 PM,RTF,REPORT TO FOLLOW,N,1M05,003XX N Dupre St,70119,1,"(29.96939146, -90.08790806)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-15,29.96939146,-90.08790806,1M05
I2671816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3672827,535972,09/24/2016 02:13:00 AM,09/24/2016 02:14:14 AM,09/24/2016 02:17:14 AM,09/24/2016 04:11:31 AM,RTF,REPORT TO FOLLOW,N,1L02,003XX S Jefferson Davis Pkwy,70119,1,"(29.96799967, -90.09530446)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-24,29.96799967,-90.09530446,1L02
I2674016,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3685268,538178,09/24/2016 02:49:19 AM,09/24/2016 02:52:42 AM,09/24/2016 02:51:26 AM,09/24/2016 04:50:53 AM,RTF,REPORT TO FOLLOW,N,5B03,N Claiborne Ave & Marigny St,70117,5,"(29.97368857, -90.05593565)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-24,29.97368857,-90.05593565,5G01
H1850916,,ARMED ROBBERY WITH GUN,2A,,AGGRAVATED BATTERY BY SHOOTING,2B,3687669,538177,08/17/2016 08:38:45 PM,08/17/2016 08:40:19 PM,08/17/2016 08:42:07 PM,08/18/2016 01:33:30 AM,RTF,REPORT TO FOLLOW,N,5C03,015XX Franklin Ave,70117,5,"(29.97361176, -90.04835502)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-17,29.97361176,-90.04835502,5C03
I2745516,,ARMED ROBBERY WITH GUN,1A,,ARMED ROBBERY WITH GUN,1A,3684813,538138,09/24/2016 06:15:01 PM,09/24/2016 06:47:25 PM,09/24/2016 06:47:30 PM,09/24/2016 08:25:43 PM,RTF,REPORT TO FOLLOW,N,5A04,N Claiborne Ave & Elysian Fields Ave,70117,5,"(29.97359445, -90.0573737)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-24,29.97359445,-90.0573737,5A04
H2201816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3679573,540722,08/20/2016 10:42:46 PM,08/20/2016 10:44:11 PM,08/20/2016 10:45:55 PM,08/21/2016 01:26:03 AM,RTF,REPORT TO FOLLOW,N,1C02,N Broad St & D'Abadie St,70119,1,"(29.98085667, -90.07383383)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-20,29.98085667,-90.07383383,1C02
H2261316,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3677981,537787,08/21/2016 02:31:39 PM,,08/21/2016 02:31:39 PM,08/21/2016 04:47:19 PM,RTF,REPORT TO FOLLOW,Y,1J04,026XX Ursulines Ave,70119,1,"(29.97283648, -90.07896383)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-21,29.97283648,-90.07896383,1J04
L1973416,,ARMED ROBBERY WITH GUN,1A,,ARMED ROBBERY WITH GUN,1A,3685790,536186,12/18/2016 12:33:19 PM,12/18/2016 12:40:06 PM,12/18/2016 12:55:45 PM,12/18/2016 03:31:49 PM,RTF,REPORT TO FOLLOW,N,8F04,010XX Blk Mandeville St,70117,8,"(29.96819724, -90.05435809)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-12-18,29.96819724,-90.05435809,5B01
H2315416,,ARMED ROBBERY WITH GUN,2A,21,COMPLAINT OTHER,2A,3670975,538707,08/22/2016 02:01:27 AM,08/22/2016 02:04:58 AM,08/22/2016 02:10:49 AM,08/22/2016 06:17:49 AM,RTF,REPORT TO FOLLOW,N,3H01,001XX David St,70119,3,"(29.97557375, -90.10106016)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-22,29.97557375,-90.10106016,3H01
K1356916,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3679664,539952,11/13/2016 03:18:40 PM,11/13/2016 03:19:47 PM,11/13/2016 03:22:24 PM,11/13/2016 05:57:15 PM,RTF,REPORT TO FOLLOW,N,1C01,016XX Blk N Dorgenois St,70119,1,"(29.97873778, -90.07357449)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-13,29.97873778,-90.07357449,1C01
H2431416,,ARMED ROBBERY WITH GUN,1A,,ARMED ROBBERY WITH GUN,2A,3675198,533269,08/23/2016 04:02:49 AM,08/23/2016 04:06:08 AM,08/23/2016 04:10:06 AM,08/23/2016 04:59:08 AM,RTF,REPORT TO FOLLOW,N,1G02,S Rocheblave St & Tulane Ave,70119,1,"(29.960496, -90.08790943)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-23,29.960496,-90.08790943,1G02
I2944416,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3672547,539281,09/26/2016 12:38:39 PM,09/26/2016 12:40:12 PM,09/26/2016 12:45:11 PM,09/26/2016 05:47:24 PM,RTF,REPORT TO FOLLOW,N,1M02,005XX N Carrollton Ave,70119,1,"(29.97710595, -90.09607348)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-26,29.97710595,-90.09607348,1M02
K1410716,,ARMED ROBBERY WITH GUN,1A,,ARMED ROBBERY WITH GUN,2A,3679899,524303,11/14/2016 02:15:06 AM,11/14/2016 02:58:30 AM,11/14/2016 03:02:32 AM,11/14/2016 04:03:55 AM,RTF,REPORT TO FOLLOW,N,6E02,Camp St & Euterpe St,70130,6,"(29.93570044, -90.073375)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-14,29.93570044,-90.073375,6E02
K1410816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3673717,536182,11/14/2016 02:18:11 AM,11/14/2016 02:21:23 AM,11/14/2016 02:22:22 AM,11/14/2016 03:24:28 AM,RTF,REPORT TO FOLLOW,N,1L02,032XX Canal St,70119,1,"(29.96854874, -90.09248646)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-14,29.96854874,-90.09248646,1L02
H2640816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3680322,538272,08/24/2016 11:02:42 PM,08/24/2016 11:03:35 PM,08/24/2016 11:05:36 PM,08/25/2016 12:01:18 AM,RTF,REPORT TO FOLLOW,N,1B01,N Galvez St & Columbus St,70119,1,"(29.97409893, -90.07155371)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-24,29.97409893,-90.07155371,1C01
C3721216,,ARMED ROBBERY WITH GUN,2A,60,AGGRAVATED BURGLARY,2A,3688543,536792,03/31/2016 07:37:58 PM,03/31/2016 07:38:17 PM,03/31/2016 07:50:07 PM,03/31/2016 10:31:46 PM,RTF,REPORT TO FOLLOW,N,5C02,012XX Montegut St,70117,5,"(29.96977643, -90.0456416)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-03-31,29.96977643,-90.0456416,5C02
K1536816,,ARMED ROBBERY WITH GUN,1A,65,SIMPLE ROBBERY,1B,3689902,534598,11/15/2016 08:18:40 AM,11/15/2016 08:19:30 AM,11/15/2016 08:29:37 AM,11/15/2016 12:12:20 PM,RTF,REPORT TO FOLLOW,N,5C04,008XX Desire St,70117,5,"(29.96370223, -90.04142891)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-15,29.96370223,-90.04142891,5C04
I3284216,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3679549,542043,09/29/2016 12:51:11 PM,09/29/2016 12:51:45 PM,09/29/2016 12:55:40 PM,09/29/2016 03:06:24 PM,RTF,REPORT TO FOLLOW,N,1C03,028XX Castiglione St,70119,1,"(29.98449025, -90.07386417)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-29,29.98449025,-90.07386417,1C03
I3294016,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3677253,522204,09/29/2016 02:30:37 PM,09/29/2016 02:32:46 PM,09/29/2016 02:42:13 PM,09/29/2016 04:24:03 PM,RTF,REPORT TO FOLLOW,N,6D02,2nd St & Coliseum St,70130,6,"(29.9300092, -90.08179916)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-29,29.9300092,-90.08179916,6D02
H2875516,,ARMED ROBBERY WITH GUN,2A,94,DISCHARGING FIREARM,2B,3672326,539073,08/26/2016 11:02:41 PM,08/26/2016 11:03:43 PM,08/26/2016 11:08:20 PM,08/27/2016 01:15:52 AM,RTF,REPORT TO FOLLOW,N,1M02,004XX N Carrollton Ave,70119,1,"(29.97654141, -90.09677923)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-08-26,29.97654141,-90.09677923,1M02
J0149716,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3679877,538850,10/02/2016 12:13:38 PM,10/02/2016 12:15:39 PM,10/02/2016 12:19:34 PM,10/02/2016 02:30:35 PM,RTF,REPORT TO FOLLOW,N,1C01,015XX Blk N Tonti St,70119,1,"(29.97570199, -90.07294017)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-10-02,29.97570199,-90.07294017,1C01
K1749116,,ARMED ROBBERY WITH GUN,2A,65,SIMPLE ROBBERY,2A,3673588,540258,11/17/2016 12:36:40 AM,11/17/2016 12:37:20 AM,11/17/2016 12:39:58 AM,11/17/2016 03:46:24 AM,RTF,REPORT TO FOLLOW,N,1N01,009XX Picheloup Pl,70119,1,"(29.97976067, -90.09275253)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-17,29.97976067,-90.09275253,1N01
K1799316,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3686102,536758,11/17/2016 12:49:26 PM,11/17/2016 12:50:05 PM,11/17/2016 12:50:21 PM,11/17/2016 04:15:03 PM,RTF,REPORT TO FOLLOW,N,5B02,Marais St & Spain St,70117,5,"(29.96975931, -90.05335305)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-17,29.96975931,-90.05335305,5B02
J3463316,,ARMED ROBBERY WITH GUN,1A,65,SIMPLE ROBBERY,1B,3686097,534589,10/31/2016 11:42:03 AM,10/31/2016 11:52:31 AM,10/31/2016 11:59:15 AM,10/31/2016 02:59:56 PM,RTF,REPORT TO FOLLOW,N,8F04,024XX Blk Chartres St,70117,8,"(29.96379458, -90.05344353)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-10-31,29.96379458,-90.05344353,5B01
I0003616,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3676726,523526,09/01/2016 12:38:20 AM,09/01/2016 12:39:44 AM,09/01/2016 12:42:41 AM,09/01/2016 03:24:31 AM,RTF,REPORT TO FOLLOW,N,6Q05,017XX 1st St,70130,6,"(29.93366145, -90.08341936)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-09-01,29.93366145,-90.08341936,6Q05
J0372816,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3693211,535209,10/04/2016 01:10:04 PM,10/04/2016 01:10:43 PM,10/04/2016 01:12:43 PM,10/04/2016 03:52:57 PM,RTF,REPORT TO FOLLOW,N,5D04,011XX Poland Ave,70117,5,"(29.96527879, -90.03095684)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-10-04,29.96527879,-90.03095684,5D04
K1965216,,ARMED ROBBERY WITH GUN,1A,21,COMPLAINT OTHER,1H,3671148,533971,11/18/2016 09:10:21 PM,,11/18/2016 09:10:21 PM,11/18/2016 10:52:43 PM,RTF,REPORT TO FOLLOW,Y,1K01,I-10 W & S Jeff Davis Overpass,70119,1,"(29.96254648, -90.10067346)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-18,29.96254648,-90.10067346,1K01
J0534316,,ARMED ROBBERY WITH GUN,2A,,AGGRAVATED BATTERY BY SHOOTING,2B,3697510,540033,10/05/2016 08:32:39 PM,10/05/2016 08:34:00 PM,10/05/2016 08:41:00 PM,10/06/2016 02:52:18 AM,RTF,REPORT TO FOLLOW,N,5I02,026XX Reynes St,70117,5,"(29.97840901, -90.01720746)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-10-05,29.97840901,-90.01720746,5I02
K1974216,,ARMED ROBBERY WITH GUN,1A,,ARMED ROBBERY WITH GUN,2A,3685918,534575,11/18/2016 10:41:47 PM,11/18/2016 10:45:07 PM,11/18/2016 10:49:14 PM,11/19/2016 01:19:11 AM,RTF,REPORT TO FOLLOW,N,8F04,Chartres St & Mandeville St,70117,8,"(29.96376236, -90.05400997)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-11-18,29.96376236,-90.05400997,5B01
J0658016,,ARMED ROBBERY WITH GUN,2A,,ARMED ROBBERY WITH GUN,2A,3692343,533540,10/06/2016 10:40:32 PM,10/06/2016 11:01:38 PM,10/06/2016 11:06:24 PM,10/07/2016 02:34:25 AM,RTF,REPORT TO FOLLOW,N,5D01,043XX Royal St,70117,5,"(29.96071781, -90.0337593)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-10-06,29.96071781,-90.0337593,5D01
J1001416,,ARMED ROBBERY WITH GUN,2A,34,AGGRAVATED BATTERY,2B,3685908,534893,10/09/2016 11:48:07 PM,10/09/2016 11:48:28 PM,10/09/2016 11:54:03 PM,10/10/2016 01:20:34 AM,RTF,REPORT TO FOLLOW,N,8F04,024XX Royal St,70117,8,"(29.96463737, -90.05402985)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,2016-10-09,29.96463737,-90.05402985,5B01
